date,time,store_id,product_id,product_name,category,quantity,price,payment_method,customer_segment,time_of_day,month,total_sales
2024-12-28 08:12:46.381540,16:28,Store B,P7471,External HDD,Storage,3,727.35,Cash,New,16,12,2182.05
2025-03-21 08:12:46.381540,12:01,Store A,P6912,Smartwatch,Storage,2,412.77,Debit Card,Premium,12,3,825.54
2025-01-31 08:12:46.381540,13:23,Store B,P5094,Mouse,Storage,4,149.17,Cash,Regular,13,1,596.68
2025-04-25 08:12:46.381540,17:22,Store A,P4883,Mouse,Electronics,2,744.18,Cash,Premium,17,4,1488.36
2025-01-20 08:12:46.381540,20:01,Store C,P6842,Headphones,Storage,1,112.33,Mobile Payment,Premium,20,1,112.33
2025-03-07 08:12:46.381540,16:41,Store D,P3636,Monitor,Accessories,1,579.07,Mobile Payment,New,16,3,579.07
2025-03-16 08:12:46.381540,11:42,Store A,P9335,Mouse,Computers,3,611.41,Mobile Payment,VIP,11,3,1834.23
2024-12-24 08:12:46.381540,17:42,Store A,P5951,Power Bank,Audio,4,931.05,Cash,Regular,17,12,3724.2
2025-03-19 08:12:46.381540,20:28,Store C,P5186,Laptop,Storage,3,159.47,Debit Card,VIP,20,3,478.40999999999997
2025-05-19 08:12:46.381540,08:48,Store A,P2270,Speaker,Electronics,3,656.81,Cash,Regular,8,5,1970.4299999999998
2025-03-16 08:12:46.381540,15:41,Store B,P8498,Smartphone,Electronics,3,386.96,Debit Card,Premium,15,3,1160.8799999999999
2025-05-27 08:12:46.381540,09:54,Store A,P6404,Headphones,Accessories,4,406.81,Debit Card,New,9,5,1627.24
2025-04-10 08:12:46.381540,08:50,Store A,P4012,Headphones,Computers,1,506.81,Cash,New,8,4,506.81
2025-03-31 08:12:46.381540,19:54,Store D,P1967,Router,Storage,1,241.45,Debit Card,New,19,3,241.45
2025-04-30 08:12:46.381540,13:31,Store D,P7262,Monitor,Storage,3,466.57,Debit Card,VIP,13,4,1399.71
2025-02-12 08:12:46.381540,19:26,Store A,P7501,Smartwatch,Electronics,2,689.98,Cash,New,19,2,1379.96
2025-04-09 08:12:46.381540,12:54,Store C,P4100,Monitor,Accessories,1,462.54,Mobile Payment,New,12,4,462.54
2025-03-01 08:12:46.381540,16:44,Store D,P2978,Speaker,Electronics,1,52.08,Cash,VIP,16,3,52.08
2025-05-22 08:12:46.381540,18:51,Store A,P5212,USB Drive,Electronics,4,265.25,Mobile Payment,VIP,18,5,1061.0
2025-04-15 08:12:46.381540,08:27,Store D,P3280,Power Bank,Computers,1,357.95,Debit Card,New,8,4,357.95
2025-05-29 08:12:46.381540,10:23,Store A,P2284,Power Bank,Accessories,1,361.17,Mobile Payment,New,10,5,361.17
2025-01-06 08:12:46.381540,11:11,Store D,P9170,Speaker,Computers,3,90.2,Mobile Payment,Premium,11,1,270.6
2025-05-29 08:12:46.381540,14:20,Store D,P7290,Camera,Accessories,3,455.07,Credit Card,New,14,5,1365.21
2025-05-03 08:12:46.381540,18:16,Store B,P5241,Power Bank,Storage,4,695.03,Credit Card,VIP,18,5,2780.12
2025-03-27 08:12:46.381540,14:27,Store A,P9236,Router,Audio,4,58.19,Mobile Payment,Regular,14,3,232.76
2025-05-17 08:12:46.381540,20:54,Store A,P5390,Smartphone,Audio,2,753.41,Credit Card,New,20,5,1506.82
2025-06-11 08:12:46.381540,16:28,Store A,P5772,Speaker,Accessories,1,955.55,Mobile Payment,Regular,16,6,955.55
2025-03-25 08:12:46.381540,10:44,Store A,P7467,Tablet,Audio,3,19.24,Credit Card,New,10,3,57.72
2025-01-21 08:12:46.381540,19:39,Store D,P2604,Keyboard,Electronics,3,201.76,Debit Card,New,19,1,605.28
2025-03-22 08:12:46.381540,16:30,Store B,P9045,Tablet,Storage,1,548.05,Cash,Premium,16,3,548.05
2025-05-17 08:12:46.381540,19:52,Store B,P6582,Smartwatch,Storage,4,225.87,Credit Card,New,19,5,903.48
2025-05-16 08:12:46.381540,15:14,Store C,P4373,Smartwatch,Audio,3,766.98,Cash,VIP,15,5,2300.94
2025-01-22 08:12:46.381540,11:57,Store A,P4864,Mouse,Accessories,4,319.01,Credit Card,New,11,1,1276.04
2024-12-28 08:12:46.381540,09:59,Store C,P7532,Monitor,Electronics,3,300.69,Mobile Payment,Regular,9,12,902.0699999999999
2025-04-08 08:12:46.381540,20:53,Store D,P7110,Camera,Accessories,3,10.91,Credit Card,New,20,4,32.730000000000004
2024-12-29 08:12:46.381540,09:31,Store C,P1112,Mouse,Audio,2,277.42,Credit Card,VIP,9,12,554.84
2025-01-08 08:12:46.381540,14:30,Store A,P7823,Printer,Storage,3,225.49,Cash,New,14,1,676.47
2025-03-25 08:12:46.381540,18:11,Store B,P2854,Camera,Storage,1,349.81,Cash,Regular,18,3,349.81
2025-03-31 08:12:46.381540,10:17,Store B,P3663,USB Drive,Accessories,1,156.18,Credit Card,New,10,3,156.18
2025-01-15 08:12:46.381540,18:15,Store A,P2643,USB Drive,Computers,1,598.7,Cash,Premium,18,1,598.7
2025-01-02 08:12:46.381540,09:33,Store D,P7842,USB Drive,Accessories,4,246.35,Credit Card,New,9,1,985.4
2025-04-08 08:12:46.381540,20:35,Store A,P4909,Smartwatch,Computers,3,833.43,Mobile Payment,Regular,20,4,2500.29
2025-02-16 08:12:46.381540,10:44,Store D,P3349,Power Bank,Accessories,4,291.71,Mobile Payment,Regular,10,2,1166.84
2025-03-10 08:12:46.381540,11:58,Store B,P7421,Smartwatch,Computers,2,218.76,Debit Card,Regular,11,3,437.52
2025-04-07 08:12:46.381540,18:19,Store D,P2714,Headphones,Computers,3,66.18,Cash,Premium,18,4,198.54000000000002
2025-03-12 08:12:46.381540,11:19,Store A,P1932,Printer,Computers,1,742.51,Credit Card,New,11,3,742.51
2025-05-06 08:12:46.381540,10:31,Store A,P2616,External HDD,Computers,2,513.13,Mobile Payment,Regular,10,5,1026.26
2025-01-04 08:12:46.381540,12:37,Store A,P4043,Mouse,Electronics,2,122.65,Debit Card,Premium,12,1,245.3
2025-06-11 08:12:46.381540,18:59,Store D,P9377,Smartwatch,Computers,3,229.12,Debit Card,Premium,18,6,687.36
2025-03-26 08:12:46.381540,09:18,Store D,P1275,Printer,Computers,1,998.73,Credit Card,Regular,9,3,998.73
2025-05-05 08:12:46.381540,10:28,Store D,P6025,Power Bank,Storage,4,807.97,Debit Card,VIP,10,5,3231.88
2025-05-12 08:12:46.381540,16:20,Store B,P2100,Smartphone,Electronics,3,356.37,Debit Card,New,16,5,1069.1100000000001
2025-03-02 08:12:46.381540,20:33,Store C,P1399,Keyboard,Computers,1,547.13,Credit Card,Regular,20,3,547.13
2024-12-25 08:12:46.381540,19:53,Store C,P9349,Monitor,Audio,2,421.86,Debit Card,New,19,12,843.72
2025-01-13 08:12:46.381540,16:08,Store A,P9629,Power Bank,Electronics,3,46.03,Debit Card,Premium,16,1,138.09
2025-04-23 08:12:46.381540,11:50,Store B,P2561,Smartwatch,Storage,2,780.89,Credit Card,New,11,4,1561.78
2025-02-06 08:12:46.381540,08:25,Store D,P5330,Smartphone,Accessories,1,719.82,Credit Card,VIP,8,2,719.82
2025-03-09 08:12:46.381540,12:21,Store A,P3753,Camera,Storage,4,414.71,Mobile Payment,New,12,3,1658.84
2025-04-06 08:12:46.381540,11:29,Store B,P7864,Monitor,Storage,4,847.44,Debit Card,Regular,11,4,3389.76
2025-05-09 08:12:46.381540,17:36,Store A,P8099,Printer,Electronics,2,539.39,Mobile Payment,Regular,17,5,1078.78
2025-04-12 08:12:46.381540,11:46,Store B,P8583,Monitor,Electronics,2,74.56,Mobile Payment,Regular,11,4,149.12
2025-02-23 08:12:46.381540,11:47,Store B,P5046,Tablet,Audio,2,266.81,Cash,New,11,2,533.62
2025-03-25 08:12:46.381540,18:05,Store C,P3564,USB Drive,Audio,3,467.16,Credit Card,Regular,18,3,1401.48
2025-05-05 08:12:46.381540,18:28,Store A,P9127,Headphones,Electronics,1,112.41,Cash,New,18,5,112.41
2025-01-10 08:12:46.381540,08:43,Store D,P5729,Printer,Electronics,2,575.37,Credit Card,New,8,1,1150.74
2025-06-14 08:12:46.381540,13:42,Store C,P3692,Smartphone,Electronics,2,129.36,Cash,Regular,13,6,258.72
2025-04-18 08:12:46.381540,15:25,Store C,P1884,USB Drive,Accessories,2,208.5,Credit Card,VIP,15,4,417.0
2025-02-07 08:12:46.381540,09:47,Store D,P7888,Smartwatch,Storage,4,895.04,Debit Card,Regular,9,2,3580.16
2025-05-16 08:12:46.381540,14:59,Store B,P2943,External HDD,Audio,2,999.81,Debit Card,Premium,14,5,1999.62
2025-05-09 08:12:46.381540,08:12,Store D,P3184,Printer,Audio,1,554.75,Mobile Payment,Premium,8,5,554.75
2025-02-11 08:12:46.381540,10:51,Store A,P8054,Laptop,Computers,4,623.45,Cash,VIP,10,2,2493.8
2025-01-24 08:12:46.381540,20:31,Store D,P8210,Tablet,Accessories,1,799.46,Mobile Payment,Premium,20,1,799.46
2025-04-04 08:12:46.381540,16:37,Store B,P9929,Power Bank,Electronics,4,699.18,Cash,VIP,16,4,2796.72
2025-06-15 08:12:46.381540,15:37,Store D,P6870,Smartphone,Electronics,4,190.64,Credit Card,New,15,6,762.56
2025-01-27 08:12:46.381540,18:52,Store B,P2478,Camera,Accessories,3,417.55,Credit Card,Premium,18,1,1252.65
2025-06-01 08:12:46.381540,15:23,Store B,P3253,Router,Audio,4,539.77,Cash,VIP,15,6,2159.08
2025-05-07 08:12:46.381540,15:23,Store A,P2964,Laptop,Electronics,4,366.11,Cash,Regular,15,5,1464.44
2025-04-17 08:12:46.381540,15:54,Store D,P1502,Printer,Computers,1,184.35,Debit Card,Premium,15,4,184.35
2025-04-28 08:12:46.381540,13:51,Store D,P9037,Headphones,Audio,1,738.75,Cash,Premium,13,4,738.75
2025-05-28 08:12:46.381540,15:48,Store A,P5546,Router,Storage,2,206.86,Debit Card,VIP,15,5,413.72
2025-03-01 08:12:46.381540,09:06,Store B,P3270,Laptop,Accessories,3,267.88,Cash,New,9,3,803.64
2025-05-11 08:12:46.381540,20:30,Store D,P3409,Power Bank,Audio,4,293.65,Debit Card,VIP,20,5,1174.6
2025-03-02 08:12:46.381540,08:31,Store A,P1620,Monitor,Storage,3,170.16,Mobile Payment,VIP,8,3,510.48
2024-12-25 08:12:46.381540,08:24,Store B,P3328,Printer,Computers,2,851.06,Debit Card,Premium,8,12,1702.12
2025-02-28 08:12:46.381540,20:07,Store A,P8739,Smartphone,Accessories,3,614.51,Mobile Payment,VIP,20,2,1843.53
2025-05-10 08:12:46.381540,12:13,Store D,P1297,Printer,Electronics,4,836.4,Debit Card,Regular,12,5,3345.6
2024-12-23 08:12:46.381540,16:59,Store A,P1599,Headphones,Electronics,1,498.79,Credit Card,VIP,16,12,498.79
2025-06-08 08:12:46.381540,16:57,Store C,P5369,Power Bank,Storage,3,524.37,Debit Card,Regular,16,6,1573.1100000000001
2025-05-06 08:12:46.381540,18:04,Store B,P9998,External HDD,Audio,4,619.98,Cash,Regular,18,5,2479.92
2025-06-02 08:12:46.381540,16:04,Store C,P9060,Keyboard,Computers,2,377.21,Mobile Payment,VIP,16,6,754.42
2025-06-04 08:12:46.381540,20:02,Store C,P5436,Monitor,Storage,4,501.62,Cash,New,20,6,2006.48
2025-05-02 08:12:46.381540,10:23,Store B,P1062,Smartwatch,Computers,3,551.45,Cash,Regular,10,5,1654.3500000000001
2025-06-12 08:12:46.381540,08:56,Store B,P6598,Printer,Computers,4,954.01,Credit Card,Regular,8,6,3816.04
2025-01-12 08:12:46.381540,17:04,Store A,P9927,Headphones,Computers,4,884.08,Debit Card,Regular,17,1,3536.32
2025-04-17 08:12:46.381540,10:48,Store B,P5113,Laptop,Accessories,3,137.95,Credit Card,New,10,4,413.84999999999997
2024-12-21 08:12:46.381540,10:48,Store C,P2055,Laptop,Storage,3,50.87,Debit Card,VIP,10,12,152.60999999999999
2025-01-14 08:12:46.381540,16:04,Store C,P2952,Power Bank,Accessories,2,683.53,Cash,New,16,1,1367.06
2025-05-30 08:12:46.381540,09:12,Store D,P8706,Speaker,Audio,4,58.71,Debit Card,VIP,9,5,234.84
2025-05-31 08:12:46.381540,17:46,Store B,P9795,Smartphone,Audio,1,69.75,Credit Card,Regular,17,5,69.75
2025-03-09 08:12:46.381540,12:05,Store C,P9850,Monitor,Electronics,3,167.67,Mobile Payment,Premium,12,3,503.01
2025-05-01 08:12:46.381540,09:32,Store D,P2744,Laptop,Electronics,4,358.19,Credit Card,Regular,9,5,1432.76
2025-04-04 08:12:46.381540,08:08,Store D,P6894,Speaker,Electronics,1,440.65,Credit Card,VIP,8,4,440.65
2025-02-19 08:12:46.381540,08:05,Store A,P8770,Router,Audio,1,524.18,Credit Card,New,8,2,524.18
2025-03-12 08:12:46.381540,18:51,Store C,P3913,Smartwatch,Computers,4,992.37,Mobile Payment,Regular,18,3,3969.48
2025-05-10 08:12:46.381540,16:52,Store A,P6371,Keyboard,Computers,4,391.38,Cash,Regular,16,5,1565.52
2025-02-25 08:12:46.381540,09:54,Store C,P2098,Router,Storage,4,250.33,Credit Card,VIP,9,2,1001.32
2025-01-30 08:12:46.381540,16:59,Store A,P9970,Keyboard,Audio,1,579.5,Credit Card,VIP,16,1,579.5
2025-04-27 08:12:46.381540,13:22,Store A,P4259,Smartphone,Electronics,4,223.0,Credit Card,Premium,13,4,892.0
2025-01-21 08:12:46.381540,18:35,Store B,P1871,Printer,Audio,3,941.14,Mobile Payment,Regular,18,1,2823.42
2025-02-24 08:12:46.381540,15:11,Store A,P7113,Speaker,Computers,1,266.66,Mobile Payment,Regular,15,2,266.66
2025-05-24 08:12:46.381540,11:05,Store B,P1777,Laptop,Computers,3,990.03,Mobile Payment,Regular,11,5,2970.09
2025-01-04 08:12:46.381540,16:55,Store D,P7420,Headphones,Accessories,3,424.48,Cash,Premium,16,1,1273.44
2025-04-03 08:12:46.381540,12:00,Store C,P1620,Camera,Accessories,4,814.56,Debit Card,Premium,12,4,3258.24
2025-06-01 08:12:46.381540,08:53,Store D,P5655,Keyboard,Storage,3,651.8,Cash,Regular,8,6,1955.3999999999999
2025-03-17 08:12:46.381540,10:42,Store C,P4405,Mouse,Audio,4,934.16,Cash,VIP,10,3,3736.64
2025-03-16 08:12:46.381540,20:44,Store D,P1759,Smartphone,Accessories,1,629.17,Cash,New,20,3,629.17
2025-01-04 08:12:46.381540,10:38,Store C,P6660,Printer,Accessories,3,585.41,Debit Card,Regular,10,1,1756.23
2025-01-24 08:12:46.381540,12:28,Store A,P8659,Power Bank,Audio,4,656.32,Credit Card,Regular,12,1,2625.28
2025-04-21 08:12:46.381540,15:32,Store C,P8828,Tablet,Computers,2,788.6,Mobile Payment,Regular,15,4,1577.2
2025-06-07 08:12:46.381540,08:31,Store C,P7335,Smartphone,Storage,4,899.85,Cash,VIP,8,6,3599.4
2025-05-06 08:12:46.381540,14:13,Store D,P3765,Headphones,Storage,2,274.15,Mobile Payment,Premium,14,5,548.3
2025-04-21 08:12:46.381540,15:42,Store D,P7612,Camera,Storage,4,208.88,Mobile Payment,New,15,4,835.52
2025-02-12 08:12:46.381540,14:43,Store D,P4320,Mouse,Accessories,2,44.01,Mobile Payment,New,14,2,88.02
2025-05-13 08:12:46.381540,08:10,Store B,P9490,Keyboard,Computers,3,376.38,Credit Card,Premium,8,5,1129.1399999999999
2025-02-15 08:12:46.381540,20:02,Store B,P9865,Monitor,Storage,2,847.72,Mobile Payment,Regular,20,2,1695.44
2025-04-22 08:12:46.381540,14:34,Store C,P6642,Mouse,Audio,3,79.16,Mobile Payment,Regular,14,4,237.48
2025-03-31 08:12:46.381540,13:41,Store C,P3158,USB Drive,Storage,3,543.13,Credit Card,New,13,3,1629.3899999999999
2025-06-01 08:12:46.381540,08:38,Store A,P4518,Speaker,Electronics,4,697.84,Mobile Payment,New,8,6,2791.36
2024-12-17 08:12:46.381540,08:20,Store A,P3999,Keyboard,Computers,3,838.48,Debit Card,Regular,8,12,2515.44
2025-04-26 08:12:46.381540,15:11,Store C,P5950,Tablet,Electronics,1,587.6,Debit Card,VIP,15,4,587.6
2025-03-18 08:12:46.381540,15:31,Store B,P5466,Router,Computers,2,194.46,Cash,Regular,15,3,388.92
2025-04-08 08:12:46.381540,08:57,Store C,P5641,Tablet,Audio,4,964.89,Debit Card,VIP,8,4,3859.56
2025-05-18 08:12:46.381540,08:06,Store A,P4135,Power Bank,Accessories,3,103.7,Debit Card,Regular,8,5,311.1
2025-02-10 08:12:46.381540,13:10,Store B,P4112,Keyboard,Accessories,2,771.31,Debit Card,New,13,2,1542.62
2025-05-26 08:12:46.381540,09:29,Store B,P2237,Monitor,Computers,2,95.69,Credit Card,Regular,9,5,191.38
2025-05-31 08:12:46.381540,10:32,Store A,P5417,Router,Storage,1,151.98,Debit Card,Regular,10,5,151.98
2025-04-12 08:12:46.381540,15:09,Store C,P8052,Power Bank,Electronics,2,899.23,Mobile Payment,Premium,15,4,1798.46
2025-04-29 08:12:46.381540,15:08,Store D,P9137,Smartphone,Audio,4,755.54,Cash,Regular,15,4,3022.16
2025-02-12 08:12:46.381540,18:40,Store C,P8489,Monitor,Storage,4,371.85,Mobile Payment,Regular,18,2,1487.4
2025-01-29 08:12:46.381540,12:34,Store C,P6124,Laptop,Accessories,3,642.34,Mobile Payment,Regular,12,1,1927.02
2025-06-07 08:12:46.381540,12:11,Store A,P3963,Keyboard,Storage,3,462.67,Debit Card,New,12,6,1388.01
2025-05-25 08:12:46.381540,11:06,Store B,P5950,Keyboard,Electronics,4,75.87,Cash,Regular,11,5,303.48
2025-06-07 08:12:46.381540,14:03,Store A,P5768,External HDD,Accessories,2,723.92,Mobile Payment,VIP,14,6,1447.84
2025-02-15 08:12:46.381540,13:29,Store C,P1928,Power Bank,Computers,2,765.62,Cash,VIP,13,2,1531.24
2025-02-01 08:12:46.381540,11:31,Store D,P9030,Monitor,Audio,1,883.52,Debit Card,Regular,11,2,883.52
2025-05-14 08:12:46.381540,15:42,Store D,P8440,Speaker,Audio,3,545.23,Mobile Payment,New,15,5,1635.69
2025-03-06 08:12:46.381540,09:05,Store D,P6958,Smartwatch,Accessories,2,676.41,Credit Card,VIP,9,3,1352.82
2025-04-13 08:12:46.381540,20:46,Store A,P7270,Smartwatch,Computers,2,443.67,Mobile Payment,Regular,20,4,887.34
2025-05-29 08:12:46.381540,18:13,Store B,P6730,External HDD,Electronics,3,325.72,Mobile Payment,Regular,18,5,977.1600000000001
2025-05-12 08:12:46.381540,19:26,Store A,P6587,Headphones,Audio,4,417.58,Cash,VIP,19,5,1670.32
2025-01-05 08:12:46.381540,15:33,Store D,P1690,Smartwatch,Accessories,2,912.63,Cash,New,15,1,1825.26
2025-05-11 08:12:46.381540,16:39,Store C,P5911,Tablet,Audio,1,172.53,Cash,New,16,5,172.53
2025-02-01 08:12:46.381540,18:28,Store B,P8758,Laptop,Computers,2,256.01,Debit Card,VIP,18,2,512.02
2025-02-03 08:12:46.381540,10:50,Store A,P5872,Keyboard,Electronics,2,610.13,Cash,Regular,10,2,1220.26
2024-12-30 08:12:46.381540,17:03,Store A,P4269,Power Bank,Computers,1,125.12,Debit Card,New,17,12,125.12
2025-05-08 08:12:46.381540,20:17,Store B,P9759,Mouse,Storage,4,892.95,Cash,Premium,20,5,3571.8
2025-05-24 08:12:46.381540,08:19,Store B,P7594,USB Drive,Computers,1,56.76,Credit Card,Regular,8,5,56.76
2024-12-17 08:12:46.381540,12:13,Store C,P6675,Tablet,Computers,1,757.76,Cash,New,12,12,757.76
2025-04-12 08:12:46.381540,12:48,Store B,P7778,Headphones,Audio,3,379.99,Debit Card,Regular,12,4,1139.97
2025-02-08 08:12:46.381540,09:12,Store C,P3161,Camera,Computers,2,60.65,Debit Card,Premium,9,2,121.3
2025-04-13 08:12:46.381540,13:56,Store D,P9702,Laptop,Accessories,4,844.5,Mobile Payment,VIP,13,4,3378.0
2024-12-19 08:12:46.381540,15:33,Store D,P8034,Smartwatch,Audio,2,644.06,Cash,Premium,15,12,1288.12
2025-05-09 08:12:46.381540,14:05,Store A,P5526,Power Bank,Audio,4,18.77,Debit Card,Regular,14,5,75.08
2024-12-28 08:12:46.381540,17:28,Store D,P4879,Printer,Storage,1,274.86,Mobile Payment,VIP,17,12,274.86
2025-02-28 08:12:46.381540,16:00,Store D,P8399,Smartphone,Accessories,3,358.53,Credit Card,Premium,16,2,1075.59
2025-01-01 08:12:46.381540,08:15,Store C,P9473,Mouse,Computers,1,329.35,Debit Card,New,8,1,329.35
2025-03-28 08:12:46.381540,13:06,Store A,P6848,Keyboard,Storage,2,503.36,Cash,Premium,13,3,1006.72
2025-05-17 08:12:46.381540,20:37,Store B,P5150,Router,Accessories,3,531.53,Credit Card,Regular,20,5,1594.59
2025-05-21 08:12:46.381540,20:28,Store A,P5461,Power Bank,Storage,3,402.79,Debit Card,New,20,5,1208.3700000000001
2025-04-12 08:12:46.381540,14:57,Store D,P6320,Camera,Electronics,2,338.45,Cash,Premium,14,4,676.9
2024-12-24 08:12:46.381540,12:39,Store B,P4381,Smartphone,Computers,4,509.37,Debit Card,Regular,12,12,2037.48
2025-04-17 08:12:46.381540,11:52,Store A,P3411,Monitor,Storage,3,43.28,Cash,VIP,11,4,129.84
2025-03-18 08:12:46.381540,15:56,Store A,P1144,Monitor,Electronics,4,648.75,Mobile Payment,Premium,15,3,2595.0
2025-05-29 08:12:46.381540,15:47,Store A,P7568,Laptop,Computers,4,609.92,Debit Card,VIP,15,5,2439.68
2025-03-16 08:12:46.381540,17:59,Store A,P1597,Router,Storage,4,286.43,Debit Card,New,17,3,1145.72
2025-05-01 08:12:46.381540,11:10,Store C,P2854,Laptop,Storage,3,187.72,Credit Card,VIP,11,5,563.16
2025-02-14 08:12:46.381540,16:58,Store A,P1910,Laptop,Storage,1,82.26,Mobile Payment,Regular,16,2,82.26
2025-06-12 08:12:46.381540,13:16,Store D,P6927,Router,Storage,3,591.47,Credit Card,New,13,6,1774.41
2025-01-13 08:12:46.381540,16:15,Store D,P3709,Tablet,Audio,1,573.21,Debit Card,Premium,16,1,573.21
2025-03-27 08:12:46.381540,17:53,Store C,P1643,Tablet,Storage,3,537.98,Mobile Payment,VIP,17,3,1613.94
2025-01-26 08:12:46.381540,14:20,Store B,P6696,Monitor,Audio,1,985.76,Cash,New,14,1,985.76
2025-05-20 08:12:46.381540,13:41,Store B,P8475,Laptop,Audio,1,536.23,Mobile Payment,New,13,5,536.23
2025-05-10 08:12:46.381540,16:09,Store D,P3233,Mouse,Electronics,3,724.57,Mobile Payment,Premium,16,5,2173.71
2025-05-26 08:12:46.381540,19:42,Store D,P4567,Headphones,Computers,4,121.79,Cash,Premium,19,5,487.16
2025-05-22 08:12:46.381540,10:18,Store C,P8161,Speaker,Audio,4,305.98,Debit Card,Premium,10,5,1223.92
2025-05-06 08:12:46.381540,19:40,Store B,P2496,Laptop,Accessories,1,282.69,Debit Card,Premium,19,5,282.69
2025-01-31 08:12:46.381540,17:42,Store B,P4527,Keyboard,Audio,2,580.22,Credit Card,VIP,17,1,1160.44
2025-01-20 08:12:46.381540,11:56,Store A,P7888,Mouse,Accessories,2,337.51,Debit Card,New,11,1,675.02
2025-04-29 08:12:46.381540,18:03,Store A,P4549,Router,Electronics,3,644.66,Debit Card,Premium,18,4,1933.98
2025-03-08 08:12:46.381540,20:10,Store A,P9939,Keyboard,Accessories,3,693.19,Cash,New,20,3,2079.57
2025-04-10 08:12:46.381540,10:49,Store C,P2391,Printer,Electronics,3,43.35,Credit Card,New,10,4,130.05
2025-02-01 08:12:46.381540,09:07,Store D,P2218,External HDD,Electronics,2,643.36,Mobile Payment,Regular,9,2,1286.72
2025-05-18 08:12:46.381540,19:08,Store C,P5912,Router,Electronics,4,125.62,Credit Card,Regular,19,5,502.48
2024-12-26 08:12:46.381540,15:30,Store B,P7521,Power Bank,Accessories,3,470.48,Debit Card,Premium,15,12,1411.44
2025-02-10 08:12:46.381540,10:25,Store D,P7981,Monitor,Accessories,3,729.31,Credit Card,Premium,10,2,2187.93
2025-01-15 08:12:46.381540,16:00,Store A,P7864,Laptop,Electronics,4,706.31,Mobile Payment,Regular,16,1,2825.24
2025-04-04 08:12:46.381540,17:01,Store C,P2046,Smartwatch,Electronics,1,306.82,Cash,New,17,4,306.82
2024-12-21 08:12:46.381540,14:29,Store C,P1696,Power Bank,Computers,3,279.64,Debit Card,Premium,14,12,838.92
2025-04-14 08:12:46.381540,19:28,Store A,P6685,USB Drive,Electronics,2,445.82,Debit Card,VIP,19,4,891.64
2025-01-18 08:12:46.381540,09:32,Store C,P7414,Smartphone,Storage,2,196.78,Mobile Payment,Premium,9,1,393.56
2025-04-13 08:12:46.381540,10:18,Store A,P5500,External HDD,Computers,3,974.95,Cash,Premium,10,4,2924.8500000000004
2025-02-19 08:12:46.381540,12:59,Store B,P6805,Laptop,Computers,2,351.47,Credit Card,VIP,12,2,702.94
2025-05-11 08:12:46.381540,20:06,Store D,P6644,Headphones,Computers,4,923.76,Mobile Payment,Premium,20,5,3695.04
2025-06-11 08:12:46.381540,12:52,Store B,P3184,Printer,Storage,1,909.18,Credit Card,New,12,6,909.18
2024-12-27 08:12:46.381540,13:17,Store B,P3213,Laptop,Computers,1,371.2,Cash,VIP,13,12,371.2
2025-03-11 08:12:46.381540,16:40,Store A,P5547,Speaker,Computers,3,261.54,Cash,VIP,16,3,784.6200000000001
2025-01-11 08:12:46.381540,11:05,Store C,P8011,Smartphone,Accessories,3,773.13,Cash,Regular,11,1,2319.39
2025-02-17 08:12:46.381540,11:44,Store B,P6137,Smartphone,Accessories,1,237.08,Cash,New,11,2,237.08
2025-03-12 08:12:46.381540,16:02,Store B,P7041,Tablet,Electronics,1,526.03,Credit Card,Regular,16,3,526.03
2025-02-13 08:12:46.381540,11:50,Store B,P8561,Power Bank,Electronics,3,119.58,Mobile Payment,New,11,2,358.74
2025-01-12 08:12:46.381540,09:17,Store C,P4372,Router,Audio,2,392.07,Mobile Payment,Premium,9,1,784.14
2025-06-11 08:12:46.381540,18:11,Store C,P3213,Headphones,Storage,3,87.37,Credit Card,Regular,18,6,262.11
2025-05-26 08:12:46.381540,18:49,Store A,P5201,Headphones,Accessories,4,290.61,Cash,Premium,18,5,1162.44
2025-03-24 08:12:46.381540,10:47,Store B,P1999,Mouse,Electronics,3,668.64,Cash,Premium,10,3,2005.92
2025-03-31 08:12:46.381540,17:18,Store D,P8476,Smartwatch,Storage,3,991.39,Debit Card,Regular,17,3,2974.17
2025-03-25 08:12:46.381540,14:22,Store C,P1254,Headphones,Computers,3,262.26,Debit Card,Regular,14,3,786.78
2025-04-24 08:12:46.381540,12:35,Store A,P1496,Speaker,Storage,3,478.59,Credit Card,Premium,12,4,1435.77
2025-05-14 08:12:46.381540,15:46,Store B,P6017,Printer,Accessories,3,453.57,Mobile Payment,Premium,15,5,1360.71
2025-02-09 08:12:46.381540,11:03,Store D,P5160,Smartwatch,Audio,3,192.31,Debit Card,New,11,2,576.9300000000001
2024-12-22 08:12:46.381540,09:24,Store C,P5668,Tablet,Accessories,2,613.97,Debit Card,Premium,9,12,1227.94
2025-03-21 08:12:46.381540,08:51,Store D,P4463,Router,Electronics,3,727.46,Mobile Payment,VIP,8,3,2182.38
2025-04-28 08:12:46.381540,11:05,Store C,P6074,Headphones,Electronics,1,155.75,Debit Card,Premium,11,4,155.75
2025-03-28 08:12:46.381540,17:42,Store A,P9502,Power Bank,Storage,3,759.55,Mobile Payment,Premium,17,3,2278.6499999999996
2024-12-19 08:12:46.381540,12:44,Store D,P5570,Router,Accessories,2,703.16,Credit Card,Premium,12,12,1406.32
2025-06-15 08:12:46.381540,15:05,Store B,P2014,Tablet,Electronics,4,205.37,Debit Card,Regular,15,6,821.48
